iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
867	234	275	234	340	234	275	340
868	234	275	234	340	234	275	340
869	234	275	234	340	234	275	340
870	233	271	233	340	233	271	340
871	234	274	234	340	234	274	340
872	231	269	231	340	231	269	340
873	231	269	231	340	231	269	340
874	231	269	231	340	231	269	340
875	231	269	231	340	231	269	340
876	231	269	231	340	231	269	340
877	231	269	231	340	231	269	340
878	231	269	231	340	231	269	340
879	231	269	231	340	231	269	340
880	231	269	231	340	231	269	340
881	231	269	231	340	231	269	340
882	231	269	231	340	231	269	340
883	231	269	231	340	231	269	340
884	231	269	231	340	231	269	340
885	231	269	231	340	231	269	340
886	231	269	231	340	231	269	340
887	233	271	233	340	233	271	340
888	233	271	233	340	233	271	340
889	233	271	233	340	233	271	340
890	233	271	233	340	233	271	340
891	233	271	233	340	233	271	340
892	233	271	233	340	233	271	340
893	233	271	233	340	233	271	340
894	233	271	233	340	233	271	340
895	233	271	233	340	233	271	340
896	233	271	233	340	233	271	340
897	233	271	233	340	233	271	340
898	233	271	233	340	233	271	340
899	233	271	233	340	233	271	340
900	233	271	233	340	233	271	340
901	233	271	233	340	233	271	340
902	233	271	233	340	233	271	340
903	233	271	233	340	233	271	340
904	233	271	233	340	233	271	340
905	233	271	233	340	233	271	340
906	233	271	233	340	233	271	340
907	233	271	233	340	233	271	340
908	233	271	233	340	233	271	340
909	233	271	233	340	233	271	340
910	233	271	233	340	233	271	340
911	233	269	233	340	233	269	340
912	233	269	233	340	233	269	340
913	233	269	233	340	233	269	340
914	233	269	233	340	233	269	340
915	233	269	233	340	233	269	340
916	233	269	233	340	233	269	340
917	233	269	233	340	233	269	340
918	233	269	233	340	233	269	340
919	233	269	233	340	233	269	340
920	233	269	233	340	233	269	340
921	233	269	233	340	233	269	340
922	233	269	233	340	233	269	340
923	233	269	233	340	233	269	340
924	233	269	233	340	233	269	340
925	233	269	233	340	233	269	340
926	233	269	233	340	233	269	340
927	233	269	233	340	233	269	340
928	233	271	233	340	233	271	340
929	233	271	233	340	233	271	340
930	233	271	233	340	233	271	340
931	233	270	233	340	233	270	340
932	234	271	234	340	234	271	340
933	234	271	234	340	234	271	340
934	233	270	233	340	233	270	340
935	234	271	234	340	234	271	340
936	234	271	234	340	234	271	340
937	234	271	234	340	234	271	340
938	234	271	234	340	234	271	340
939	234	271	234	340	234	271	340
940	233	270	233	340	233	270	340
941	233	270	233	340	233	270	340
942	233	270	233	340	233	270	340
943	233	270	233	340	233	270	340
944	233	270	233	340	233	270	340
945	233	268	233	340	233	268	340
946	233	268	233	340	233	268	340
947	233	270	233	340	233	270	340
948	233	270	233	340	233	270	340
949	233	270	233	340	233	270	340
950	233	268	233	340	233	268	340
951	233	268	233	340	233	268	340
952	233	270	233	340	233	270	340
953	233	270	233	340	233	270	340
954	233	268	233	340	233	268	340
955	233	268	233	340	233	268	340
956	233	268	233	340	233	268	340
957	233	268	233	340	233	268	340
958	233	268	233	340	233	268	340
959	233	268	233	340	233	268	340
960	233	268	233	340	233	268	340
961	233	268	233	340	233	268	340
962	233	268	233	340	233	268	340
963	233	268	233	340	233	268	340
964	233	267	233	340	233	267	340
965	233	267	233	340	233	267	340
966	233	267	233	340	233	267	340
967	233	267	233	340	233	267	340
968	232	264	232	340	232	264	340
969	232	265	232	340	232	265	340
970	233	266	233	340	233	266	340
971	233	266	233	340	233	266	340
972	232	264	232	340	232	264	340
973	232	264	232	340	232	264	340
974	232	264	232	340	232	264	340
975	232	265	232	340	232	265	340
976	233	267	233	340	233	267	340
977	233	267	233	340	233	267	340
978	232	266	232	340	232	266	340
979	232	266	232	340	232	266	340
980	232	266	232	340	232	266	340
981	232	266	232	340	232	266	340
982	232	266	232	340	232	266	340
983	232	266	232	340	232	266	340
984	232	266	232	340	232	266	340
985	232	266	232	340	232	266	340
986	232	266	232	340	232	266	340
987	232	266	232	340	232	266	340
988	232	266	232	340	232	266	340
989	232	266	232	340	232	266	340
990	232	266	232	340	232	266	340
991	232	266	232	340	232	266	340
992	232	266	232	340	232	266	340
993	231	265	231	340	231	265	340
994	231	265	231	340	231	265	340
995	231	265	231	340	231	265	340
996	231	265	231	340	231	265	340
997	231	265	231	340	231	265	340
998	231	265	231	340	231	265	340
999	231	265	231	340	231	265	340
